students,gpa,java.lang.Double,FALSE,FALSE,0.7,5.0
students,last_name,java.lang.String,FALSE,FALSE,AAAAAA,zzzzzz
students,first_name,java.lang.String,FALSE,FALSE,AAAAAA,zzzzzz
students,dob,java.util.Date,FALSE,FALSE,1990-01-01,2000-12-31
students,id,java.lang.String,TRUE,FALSE,43-0000,99-9999
courses,hours,java.lang.Integer,FALSE,FALSE,1,24
courses,date_added,java.util.Date,TRUE,FALSE,1901-01-01,2020-12-31
courses,course_id,java.lang.String,FALSE,FALSE,0000,9999
courses,course_name,java.lang.String,FALSE,FALSE,AAAAAA,zzzzzz
transcripts,gpa,java.lang.Double,TRUE,FALSE,0.7,5.0
transcripts,date_passed,java.util.Date,FALSE,FALSE,1990-01-01,2020-12-31
transcripts,course_name,java.lang.String,FALSE,FALSE,AAAAAA,zzzzzz
transcripts,student_id,java.lang.String,FALSE,FALSE,43-0000,99-9999
pcs,pc_id,java.lang.Integer,TRUE,FALSE,0,20000
pcs,student_id,java.lang.String,FALSE,FALSE,43-0000,99-9999
Student,gpa,java.lang.Double,FALSE,FALSE,0,4
Student,name,java.lang.String,FALSE,FALSE,A,AAAAAAAA
Student,id,java.lang.Integer,TRUE,FALSE,0,313242
Student,gpa,java.lang.Double,FALSE,FALSE,0,4
Student,name,java.lang.String,FALSE,FALSE,A,AAAAAAAA
Student,id,java.lang.Integer,TRUE,FALSE,0,313242
Student,gpa,java.lang.Double,FALSE,FALSE,0,4
Student,name,java.lang.String,FALSE,FALSE,A,AAAAAAAA
Student,id,java.lang.Integer,TRUE,FALSE,0,313242
Student,gpa,java.lang.Double,FALSE,FALSE,0,4
Student,name,java.lang.String,FALSE,FALSE,A,AAAAAAAA
Student,id,java.lang.Integer,TRUE,FALSE,0,313242
Student,gpa,java.lang.Double,FALSE,FALSE,0,4
Student,name,java.lang.String,FALSE,FALSE,A,AAAAAAAA
Student,id,java.lang.Integer,TRUE,FALSE,0,313242
Student,gpa,java.lang.Double,FALSE,FALSE,0,4
Student,name,java.lang.String,FALSE,FALSE,A,AAAAAAAA
Student,id,java.lang.Integer,TRUE,FALSE,0,313242
Student,gpa,java.lang.Double,FALSE,FALSE,0,4
Student,name,java.lang.String,FALSE,FALSE,A,AAAAAAAA
Student,id,java.lang.Integer,TRUE,FALSE,0,313242
Student,gpa,java.lang.Double,FALSE,FALSE,0,4
Student,name,java.lang.String,FALSE,FALSE,A,AAAAAAAA
Student,id,java.lang.Integer,TRUE,FALSE,0,313242
Student,gpa,java.lang.Double,FALSE,FALSE,0,4
Student,name,java.lang.String,FALSE,FALSE,A,AAAAAAAA
Student,id,java.lang.Integer,TRUE,FALSE,0,313242
Student,gpa,java.lang.Double,FALSE,FALSE,0,4
Student,name,java.lang.String,FALSE,FALSE,A,AAAAAAAA
Student,id,java.lang.Integer,TRUE,FALSE,0,313242
Student,gpa,java.lang.Double,FALSE,FALSE,0,4
Student,name,java.lang.String,FALSE,FALSE,A,AAAAAAAA
Student,id,java.lang.Integer,TRUE,FALSE,0,313242
Student,gpa,java.lang.Double,FALSE,FALSE,0,4
Student,name,java.lang.String,FALSE,FALSE,A,AAAAAAAA
Student,id,java.lang.Integer,TRUE,FALSE,0,313242
Student,gpa,java.lang.Double,FALSE,FALSE,0,4
Student,name,java.lang.String,FALSE,FALSE,A,AAAAAAAA
Student,id,java.lang.Integer,TRUE,FALSE,0,313242
Student,gpa,java.lang.Double,FALSE,FALSE,0,4
Student,name,java.lang.String,FALSE,FALSE,A,AAAAAAAA
Student,id,java.lang.Integer,TRUE,FALSE,0,313242
